ID,URL,Handle,BLM,Juneteenth,Money,Company Leader Statement
1280893179311591424,https://twitter.com/JNJNews/status/1280893179311591424,JNJNews,False,False,True,True
1279414746496843776,https://twitter.com/JNJNews/status/1279414746496843776,JNJNews,True,False,True,False
1278013551488237568,https://twitter.com/JNJNews/status/1278013551488237568,JNJNews,False,False,False,False
1276877993412120576,https://twitter.com/JNJNews/status/1276877993412120576,JNJNews,False,False,False,False
1273956216704770049,https://twitter.com/JNJNews/status/1273956216704770049,JNJNews,False,False,False,False
1271053581974634496,https://twitter.com/JNJNews/status/1271053581974634496,JNJNews,False,False,False,False
1270146461632782337,https://twitter.com/JNJInnovation/status/1270146461632782337,JNJInnovation,False,False,False,False
1270712493044666375,https://twitter.com/JNJNews/status/1270712493044666375,JNJNews,False,False,False,False
1270102754825027586,https://twitter.com/JNJNews/status/1270102754825027586,JNJNews,False,False,False,False
1268307271618048001,https://twitter.com/CBCFInc/status/1268307271618048001,CBCFInc,False,False,False,False
1268158073551630336,https://twitter.com/SquawkCNBC/status/1268158073551630336,SquawkCNBC,False,False,False,True
1268585827740921856,https://twitter.com/JNJNews/status/1268585827740921856,JNJNews,False,False,False,True
1267888915060592640,https://twitter.com/JNJNews/status/1267888915060592640,JNJNews,True,False,True,True
1267925408877629444,https://twitter.com/StateFarm/status/1267925408877629444,StateFarm,False,False,True,False
1283491529919791104,https://twitter.com/StateFarm/status/1283491529919791104,StateFarm,False,False,False,False
1274003052001886208,https://twitter.com/NatUrbanLeague/status/1274003052001886208,NatUrbanLeague,False,True,False,False
1274031726696816641,https://twitter.com/StateFarm/status/1274031726696816641,StateFarm,False,True,False,False
1273689050688425984,https://twitter.com/StateFarm/status/1273689050688425984,StateFarm,True,False,False,False
1268926513593888768,https://twitter.com/StateFarm/status/1268926513593888768,StateFarm,False,False,True,False
1267627739537911810,https://twitter.com/StateFarm/status/1267627739537911810,StateFarm,False,False,True,False
1272868316160438274,https://twitter.com/TargetNews/status/1272868316160438274,TargetNews,False,True,False,False
1269081577474138113,https://twitter.com/TargetNews/status/1269081577474138113,TargetNews,False,False,False,False
1268924275597160450,https://twitter.com/TargetNews/status/1268924275597160450,TargetNews,False,False,True,True
1266493082163392516,https://twitter.com/TargetNews/status/1266493082163392516,TargetNews,False,False,False,True
1267829018398568451,https://twitter.com/IBM/status/1267829018398568451,IBM,False,False,False,False
1271127636698415104,https://twitter.com/FreddieMac/status/1271127636698415104,FreddieMac,False,False,False,True
1270138484624207872,https://twitter.com/UPS/status/1270138484624207872,UPS,False,False,True,True
1280875675260538880,https://twitter.com/UPS/status/1280875675260538880,UPS,False,False,False,True
1275863908209831936,https://twitter.com/UPSPolicy/status/1275863908209831936,UPSPolicy,False,False,False,True
1273980538177667072,https://twitter.com/UPS/status/1273980538177667072,UPS,False,True,False,False
1270832636169158668,https://twitter.com/UPS/status/1270832636169158668,UPS,False,False,True,True
1278134016093368323,https://twitter.com/Lowes/status/1278134016093368323,Lowes,False,False,False,False
1271100791378653185,https://twitter.com/Lowes/status/1271100791378653185,Lowes,False,False,True,False
1281008654632849410,https://twitter.com/intel/status/1281008654632849410,intel,False,False,True,False
1267686382849441792,https://twitter.com/intel/status/1267686382849441792,intel,True,False,False,False
1267344628426178567,https://twitter.com/intel/status/1267344628426178567,intel,True,False,True,True
1266844332214140931,https://twitter.com/WeAreIntel/status/1266844332214140931,WeAreIntel,False,False,False,False
1283420099722964992,https://twitter.com/Facebook/status/1283420099722964992,Facebook,False,False,False,False
1278013664381906944,https://twitter.com/Facebook/status/1278013664381906944,Facebook,False,False,False,False
1277664294910353408,https://twitter.com/Facebook/status/1277664294910353408,Facebook,False,False,False,False
1277255856631844867,https://twitter.com/Facebook/status/1277255856631844867,Facebook,False,False,False,False
1273719677219246082,https://twitter.com/FBBusiness/status/1273719677219246082,FBBusiness,False,False,True,False
1273998130921390081,https://twitter.com/Facebook/status/1273998130921390081,Facebook,False,True,False,False
1276625044312121347,https://twitter.com/nbmbaahq/status/1276625044312121347,nbmbaahq,False,False,False,False
1276187853983305730,https://twitter.com/FedEx/status/1276187853983305730,FedEx,False,False,False,False
1275809975688929281,https://twitter.com/FedEx/status/1275809975688929281,FedEx,False,False,False,False
1275441579965075462,https://twitter.com/FedEx/status/1275441579965075462,FedEx,False,False,False,False
1275089236132270081,https://twitter.com/FedEx/status/1275089236132270081,FedEx,False,False,False,False
1273980028771078144,https://twitter.com/FedEx/status/1273980028771078144,FedEx,False,True,False,False
1273634602431766528,https://twitter.com/FedEx/status/1273634602431766528,FedEx,False,False,False,False
1273274571635003394,https://twitter.com/FedEx/status/1273274571635003394,FedEx,False,False,False,False
1271850113988808704,https://twitter.com/NCRMuseum/status/1271850113988808704,NCRMuseum,False,True,False,False
1271563948807110657,https://twitter.com/FedEx/status/1271563948807110657,FedEx,False,False,False,False
1271522661441495040,https://twitter.com/FedEx/status/1271522661441495040,FedEx,False,False,False,False
1267505133216321542,https://twitter.com/FedEx/status/1267505133216321542,FedEx,False,False,False,True
1273640657240948736,https://twitter.com/MetLife/status/1273640657240948736,MetLife,False,False,True,False
1267500880640835585,https://twitter.com/MetLife/status/1267500880640835585,MetLife,False,False,False,True
1267224613152571393,https://twitter.com/Disney/status/1267224613152571393,Disney,False,False,False,False
1268236683255795712,https://twitter.com/WaltDisneyCo/status/1268236683255795712,WaltDisneyCo,False,False,True,False
1273669345701486595,https://twitter.com/Humana/status/1273669345701486595,Humana,False,False,False,False
