Timestamp,Tweet url,Notes,Characteristics
7/16/2020 11:24:46,https://twitter.com/ATTBusiness/status/1276659764592816136,,"Money donated, Image with text"
7/16/2020 11:25:34,https://twitter.com/ATT/status/1278704993755975681,,
7/16/2020 11:25:51,https://twitter.com/ATT/status/1279120224961339394,,
7/16/2020 11:26:08,https://twitter.com/ATT/status/1280516978092969984,,
7/16/2020 11:26:49,https://twitter.com/ATT/status/1280593206069964801,,Image with text
7/16/2020 11:28:04,https://twitter.com/ATT/status/1280595406905176064,,
7/16/2020 11:28:34,https://twitter.com/Walmart/status/1269054779923234816,,"Money donated, Image with text, Formal company release"
7/16/2020 11:29:23,https://twitter.com/WalmartInc/status/1269067606524215296,,"Formal company release, Statement from company head"
7/16/2020 11:29:38,https://twitter.com/Walmart/status/1270792597070438401,,
7/16/2020 11:30:14,https://twitter.com/Walmart/status/1271563770309926912,,"Money donated, Image with text, Formal company release, Statement from company head, ""Black Lives Matter"""
7/16/2020 11:31:17,https://twitter.com/Walmart/status/1276924484818214912,,
7/16/2020 11:31:32,https://twitter.com/amazon/status/1267140211861073927,,"Image with text, Formal company release"
7/16/2020 11:31:52,https://twitter.com/amazon/status/1268240752309669888,,"Money donated, Image with text, Formal company release"
7/16/2020 11:32:31,https://twitter.com/amazon/status/1273786528183906304,Thread counting as one,Juneteenth
7/16/2020 11:35:56,https://twitter.com/sundarpichai/status/1267094364976672768,,Statement from company head
7/16/2020 11:37:13,https://twitter.com/Google/status/1268218558263078912,,"Money donated, Formal company release, Statement from company head, ""Black Lives Matter"""
7/16/2020 11:42:09,https://twitter.com/Google/status/1273335919865671682,Thread,Formal company release
7/16/2020 11:42:33,https://twitter.com/GoogleDoodles/status/1273827850349658112,,Juneteenth
7/16/2020 11:43:34,https://twitter.com/googlearts/status/1273976576124891136,https://twitter.com/Google,Juneteenth
7/16/2020 11:43:51,https://twitter.com/Google/status/1274024142656827392,,Juneteenth
7/16/2020 11:44:36,https://twitter.com/Google/status/1273994414008999939,,Juneteenth
7/16/2020 11:45:11,https://twitter.com/lifeatgoogle/status/1274030757451665408,,Juneteenth
7/16/2020 11:46:48,https://twitter.com/googleearth/status/1273963090812567553,,Juneteenth
7/16/2020 11:48:20,https://twitter.com/Google/status/1276236625408856065,,"Money donated, Formal company release"
7/16/2020 11:53:48,https://twitter.com/Google/status/1276576626856259585,This is as close to explicit as Google has gotten... ?,Formal company release
7/16/2020 11:55:11,https://twitter.com/Google/status/1277683822679777280,,"Image with text, Formal company release"
7/16/2020 11:56:37,https://twitter.com/Google/status/1280246082321203200,,
7/16/2020 12:03:38,https://twitter.com/Cigna/status/1274028192823721989,,Image with text
7/16/2020 12:03:52,https://twitter.com/Cigna/status/1274366922633752577,,
7/16/2020 12:04:36,https://twitter.com/Cigna/status/1275809930445041665,,
7/16/2020 12:13:08,https://twitter.com/Cigna/status/1275917887866318848,,"Image with text, Statement from company head"
7/16/2020 12:13:34,https://twitter.com/Cigna/status/1276190948993761282,,Image with text
7/16/2020 12:22:41,https://twitter.com/Cigna/status/1276221142555115521,,Image with text
7/16/2020 12:23:08,https://twitter.com/Cigna/status/1278084564305481729,,
7/16/2020 12:26:26,https://twitter.com/Cigna/status/1268646319029137415,"Letter sent May 30, tweeted June 4","Pinned, Image with text, Formal company release, Statement from company head"
7/16/2020 12:36:18,https://twitter.com/Chevron/status/1268984687927705600,,"Image with text, Formal company release, Statement from company head, ""Black Lives Matter"""
7/16/2020 12:40:35,https://twitter.com/cardinalhealth/status/1266512772000559105,,"Image with text, Formal company release"
7/16/2020 12:41:17,https://twitter.com/cardinalhealth/status/1274029088081162240,,Juneteenth
7/16/2020 12:45:16,https://twitter.com/GM/status/1268283423220588544,,Statement from company head
7/16/2020 12:45:32,https://twitter.com/GM/status/1269012310976352256,,Money donated
7/16/2020 12:46:57,https://twitter.com/GM/status/1274015588935962626,,Statement from company head
7/16/2020 12:47:51,https://twitter.com/GM/status/1275461066718433282,,Statement from company head
7/16/2020 12:50:12,https://twitter.com/WalgreensNews/status/1267190003681177600,,Statement from company head
7/16/2020 12:52:12,https://twitter.com/Walgreens/status/1269053513323216897,,"Image with text, Formal company release"
7/16/2020 12:55:42,https://twitter.com/Walgreens/status/1273982657077141509,,"Money donated, Formal company release, Juneteenth, ""Black Lives Matter"""
7/16/2020 13:00:51,https://twitter.com/Verizon/status/1267496167803367425,,"Money donated, Formal company release, Statement from company head"
7/16/2020 13:01:29,https://twitter.com/NAACP/status/1267513397215666176,,"Money donated, Formal company release, Statement from company head"
7/16/2020 13:02:57,https://twitter.com/RevJJackson/status/1267517388582420486,,Money donated
7/16/2020 13:03:43,https://twitter.com/VerizonPolicy/status/1267520038552166404,,"Money donated, Statement from company head"
7/16/2020 13:04:01,https://twitter.com/VerizonNews/status/1267496957892673539,,"Money donated, Statement from company head"
7/16/2020 13:04:51,https://twitter.com/TheRevAl/status/1267529629432242183,,"Money donated, Statement from company head"
7/16/2020 13:05:22,https://twitter.com/NatUrbanLeague/status/1267552753800433671,,"Money donated, Statement from company head"
7/16/2020 13:05:39,https://twitter.com/TheRevAl/status/1267530754227154945,,"Money donated, Statement from company head"
7/16/2020 13:05:55,https://twitter.com/civilrightsorg/status/1267561651701780480,,"Money donated, Statement from company head"
7/16/2020 13:07:04,https://twitter.com/NCBCP/status/1267558303757996034,,"Money donated, Statement from company head"
7/16/2020 13:09:14,https://twitter.com/Verizon/status/1267805222258294785,,
7/16/2020 13:24:33,https://twitter.com/Verizon/status/1283476676345765889,,
7/16/2020 13:26:13,https://twitter.com/Verizon/status/1283438680317861898,,
7/16/2020 13:27:12,https://twitter.com/DigitalPromise/status/1283403704918593543,,
7/16/2020 13:27:24,https://twitter.com/Verizon/status/1283117666014830598,,Support black businesses
7/16/2020 13:27:33,https://twitter.com/Verizon/status/1283068368740810753,,
7/16/2020 13:27:44,https://twitter.com/Verizon/status/1282695670772707331,,
7/16/2020 13:27:53,https://twitter.com/Verizon/status/1280894447946010625,,Support black businesses
7/16/2020 13:28:04,https://twitter.com/TamiErwinVZ/status/1280564119171559424,,Support black businesses
7/16/2020 13:28:11,https://twitter.com/Verizon/status/1280542593512886272,,Support black businesses
7/16/2020 13:28:18,https://twitter.com/Verizon/status/1280192977013440513,,
7/16/2020 13:28:47,https://twitter.com/Verizon/status/1279112961718734850,,
7/16/2020 13:28:56,https://twitter.com/Verizon/status/1278399440563376128,,
7/16/2020 13:29:05,https://twitter.com/Verizon/status/1277662894163988480,,Support black businesses
7/16/2020 13:29:18,https://twitter.com/jnitti/status/1276599131948138497,,
7/16/2020 13:31:03,https://twitter.com/VZUpToSpeed/status/1274006542958964740,,Juneteenth
7/16/2020 13:31:12,https://twitter.com/blackvoices/status/1273993975817519104,,Juneteenth
7/16/2020 13:31:22,https://twitter.com/VZUpToSpeed/status/1273986624448126977,,Juneteenth
7/16/2020 13:31:33,https://twitter.com/gurugk/status/1273936700713119744,,Juneteenth
7/16/2020 13:31:42,https://twitter.com/Verizon/status/1273987489896726528,,Juneteenth
7/16/2020 13:32:08,https://twitter.com/gurugk/status/1272984335839383555,,Statement from company head
7/16/2020 13:32:17,https://twitter.com/VZUpToSpeed/status/1272919488858664961,,
7/16/2020 13:32:30,https://twitter.com/VerizonPolicy/status/1272545367553380352,,
7/16/2020 13:32:39,https://twitter.com/VZUpToSpeed/status/1272557281897582597,,
7/16/2020 13:34:00,https://twitter.com/Verizon/status/1271913516765777920,,Statement from company head
7/16/2020 13:34:20,https://twitter.com/VZUpToSpeed/status/1271107540307279874,,Statement from company head
7/16/2020 13:34:28,https://twitter.com/VZUpToSpeed/status/1270792814314483712,,
7/16/2020 13:34:34,https://twitter.com/VZUpToSpeed/status/1270363847317045248,,
7/16/2020 13:34:41,https://twitter.com/VZUpToSpeed/status/1268934480636416002,,
7/16/2020 13:34:47,https://twitter.com/VZUpToSpeed/status/1268180756087463936,,
7/16/2020 13:35:07,https://twitter.com/NAACP_LDF/status/1267895471697248257,,"Money donated, Statement from company head"
7/16/2020 13:37:39,https://twitter.com/vztaccetta/status/1267579781513691136,,"Image with text, Statement from company head"
7/16/2020 13:38:01,https://twitter.com/VZUpToSpeed/status/1267846028478369795,,Statement from company head
7/16/2020 13:45:34,https://twitter.com/Microsoft/status/1276281517510217728,,
7/16/2020 13:47:06,https://twitter.com/Microsoft/status/1275559253273608194,,"Money donated, Formal company release"
7/16/2020 13:48:18,https://twitter.com/Microsoft/status/1274009901316976642,,"Juneteenth, Support black businesses"
7/16/2020 13:48:43,https://twitter.com/Microsoft/status/1273288014320603136,,"""Black Lives Matter"""
7/16/2020 13:48:50,https://twitter.com/Microsoft/status/1272971292103213056,,
7/16/2020 13:48:56,https://twitter.com/Microsoft/status/1272922633781329922,,
7/16/2020 13:49:03,https://twitter.com/Microsoft/status/1272569132194693121,,
7/16/2020 13:49:15,https://twitter.com/Microsoft/status/1271473082759348230,,
7/16/2020 13:49:21,https://twitter.com/Microsoft/status/1271125040348700672,,
7/16/2020 13:49:31,https://twitter.com/Microsoft/status/1270770201043382273,,
7/16/2020 13:50:09,https://twitter.com/Microsoft/status/1269033729101631489,,Image with text
7/16/2020 13:50:29,https://twitter.com/Microsoft/status/1268960228529373196,,Image with text
7/16/2020 13:50:43,https://twitter.com/Microsoft/status/1268709123148955650,,
7/16/2020 13:50:53,https://twitter.com/Microsoft/status/1268671373930647552,,Image with text
7/16/2020 13:51:08,https://twitter.com/Microsoft/status/1268574990196228097,,
7/16/2020 13:51:26,https://twitter.com/Microsoft/status/1268308985624457216,,
7/16/2020 13:51:33,https://twitter.com/Microsoft/status/1268256893300027393,,
7/16/2020 13:51:41,https://twitter.com/Microsoft/status/1268222164139941893,,
7/16/2020 13:52:03,https://twitter.com/satyanadella/status/1267492314584236032,,Statement from company head
7/16/2020 13:52:42,https://twitter.com/Microsoft/status/1267965473263673346,,
7/16/2020 13:52:48,https://twitter.com/Microsoft/status/1267916418667945989,,
7/16/2020 13:53:06,https://twitter.com/Microsoft/status/1267837126881808388,,
7/16/2020 13:54:13,https://twitter.com/Microsoft/status/1267833466688659456,,
7/16/2020 13:54:19,https://twitter.com/Microsoft/status/1267580435313446918,,
7/16/2020 13:54:27,https://twitter.com/Microsoft/status/1267538911888367618,,
7/16/2020 13:54:33,https://twitter.com/Microsoft/status/1267491927110438912,,
7/16/2020 13:54:38,https://twitter.com/Microsoft/status/1266801914823360512,,
7/16/2020 13:54:57,https://twitter.com/BradSmi/status/1266090415234494465,,Statement from company head
7/16/2020 13:56:37,https://twitter.com/MarathonPetroCo/status/1273974563882352640,,Juneteenth
7/16/2020 13:59:06,https://twitter.com/kroger/status/1268916041935192065,,"Money donated, Pinned, Statement from company head"
7/16/2020 13:59:57,https://twitter.com/kroger/status/1271516803756425218,,"Money donated, Formal company release, ""Black Lives Matter"""
7/16/2020 14:00:24,https://twitter.com/kroger/status/1269043196753063937,,"Money donated, Formal company release"
7/16/2020 14:03:25,https://twitter.com/FannieMae/status/1271128790140424199,"Original letter sent to employees on May 29, 2020","Formal company release, Statement from company head"
7/16/2020 14:04:31,https://twitter.com/FannieMae/status/1273710535977172992,,Juneteenth
7/16/2020 14:08:24,https://twitter.com/blackinfonet/status/1283060033811558400,,Support black businesses
7/16/2020 14:08:38,https://twitter.com/BofA_News/status/1278014661460471810,,
7/16/2020 14:16:02,https://twitter.com/BofA_News/status/1273989906008850433,Throwing BoA logo on a quote from a guy at the smithsonian?,Juneteenth
7/16/2020 14:16:18,https://twitter.com/BankofAmerica/status/1273647238363836417,,
7/16/2020 14:16:54,https://twitter.com/BofA_News/status/1267788917660516354,,"Money donated, Statement from company head"
7/16/2020 14:17:03,https://twitter.com/BofA_News/status/1266539993205338112,,
7/16/2020 14:18:10,https://twitter.com/HomeDepot/status/1267598182504161285,,"Money donated, Statement from company head, Pinned"
7/16/2020 14:23:34,https://twitter.com/comcast/status/1269996893544894465,,"Money donated, Pinned"
7/16/2020 14:25:04,https://twitter.com/AnthemBCBS/status/1273989195426680832,,"Money donated, Juneteenth"
7/16/2020 14:27:35,https://twitter.com/AnthemInc/status/1269993872672817153,,"Money donated, Statement from company head"
7/16/2020 14:28:04,https://twitter.com/AnthemInc/status/1267470605835800577,,Statement from company head
7/16/2020 14:32:02,https://twitter.com/WellsFargo/status/1274076899761889280,,"Statement from company head, Juneteenth"
7/16/2020 14:33:58,https://twitter.com/WellsFargo/status/1274021594759860224,,"Money donated, Statement from company head, ""Black Lives Matter"", Support black businesses"
7/16/2020 14:34:38,https://twitter.com/WellsFargo/status/1267849062713372676,,Statement from company head
7/16/2020 15:27:39,https://twitter.com/Citi/status/1283461398346043392,,
7/16/2020 15:27:46,https://twitter.com/Citi/status/1277965117531942912,,Money donated
7/16/2020 15:28:55,https://twitter.com/Citi/status/1277663130978603009,"Citi combined their COVID and racial inequality funding ""Recognizing the disproportionate impact that COVID-19 has had on communities of color in the U.S.""",Money donated
7/16/2020 15:29:32,https://twitter.com/Citi/status/1277704648183500801,,"Money donated, Support black businesses"
7/16/2020 15:29:50,https://twitter.com/Citi/status/1277650541439565829,,"Money donated, Statement from company head"
7/16/2020 15:30:32,https://twitter.com/PRWeekUS/status/1276546712841203714,,Statement from company head
7/16/2020 15:30:43,https://twitter.com/Citi/status/1276613708433809409,,
7/16/2020 15:33:44,https://twitter.com/Citi/status/1276594831809183746,,
7/16/2020 15:44:11,https://twitter.com/BrianKReaves/status/1275550549379813379,,"Money donated, Statement from company head, Juneteenth, ""Black Lives Matter"""
7/16/2020 15:45:22,https://twitter.com/MichaelDell/status/1267551457412370432,,Statement from company head
7/16/2020 15:55:43,https://twitter.com/JNJNews/status/1280893179311591424,,"Money donated, Statement from company head"
7/16/2020 15:56:52,https://twitter.com/JNJNews/status/1279414746496843776,"Video: ""All lives can't matter, until black lives matter.""","Money donated, ""Black Lives Matter"""
7/16/2020 15:58:25,https://twitter.com/JNJNews/status/1278013551488237568,,
7/16/2020 15:58:33,https://twitter.com/JNJNews/status/1276877993412120576,,
7/16/2020 15:58:41,https://twitter.com/JNJNews/status/1273956216704770049,,
7/16/2020 15:58:49,https://twitter.com/JNJNews/status/1271053581974634496,,
7/16/2020 15:59:16,https://twitter.com/JNJInnovation/status/1270146461632782337,,
7/16/2020 15:59:26,https://twitter.com/JNJNews/status/1270712493044666375,,
7/16/2020 15:59:43,https://twitter.com/JNJNews/status/1270102754825027586,,
7/16/2020 15:59:51,https://twitter.com/CBCFInc/status/1268307271618048001,,
7/16/2020 15:59:59,https://twitter.com/SquawkCNBC/status/1268158073551630336,,Statement from company head
7/16/2020 16:01:08,https://twitter.com/JNJNews/status/1268585827740921856,,Statement from company head
7/16/2020 16:01:47,https://twitter.com/JNJNews/status/1267888915060592640,,"Money donated, Statement from company head, ""Black Lives Matter"""
7/16/2020 16:06:32,https://twitter.com/StateFarm/status/1267925408877629444,,"Money donated, Pinned"
7/16/2020 16:06:44,https://twitter.com/StateFarm/status/1283491529919791104,,
7/16/2020 16:07:49,https://twitter.com/NatUrbanLeague/status/1274003052001886208,,Juneteenth
7/16/2020 16:08:12,https://twitter.com/StateFarm/status/1274031726696816641,,Juneteenth
7/16/2020 16:08:27,https://twitter.com/StateFarm/status/1273689050688425984,,"""Black Lives Matter"""
7/16/2020 16:08:38,https://twitter.com/StateFarm/status/1268926513593888768,,Money donated
7/16/2020 16:09:05,https://twitter.com/StateFarm/status/1267627739537911810,,Money donated
7/16/2020 16:11:34,https://twitter.com/TargetNews/status/1272868316160438274,,Juneteenth
7/16/2020 16:11:41,https://twitter.com/TargetNews/status/1269081577474138113,,
7/16/2020 16:12:45,https://twitter.com/TargetNews/status/1268924275597160450,,"Money donated, Statement from company head, Support black businesses"
7/16/2020 16:13:42,https://twitter.com/TargetNews/status/1266493082163392516,,Statement from company head
7/16/2020 16:16:58,https://twitter.com/IBM/status/1267829018398568451,,
7/16/2020 16:23:33,https://twitter.com/FreddieMac/status/1271127636698415104,,Statement from company head
7/16/2020 16:27:54,https://twitter.com/UPS/status/1270138484624207872,,"Money donated, Pinned, Statement from company head"
7/16/2020 16:28:57,https://twitter.com/UPS/status/1280875675260538880,,"Statement from company head, Support black businesses"
7/16/2020 16:29:08,https://twitter.com/UPSPolicy/status/1275863908209831936,,Statement from company head
7/16/2020 16:29:20,https://twitter.com/UPS/status/1273980538177667072,,Juneteenth
7/16/2020 16:30:16,https://twitter.com/UPS/status/1270832636169158668,,"Money donated, Statement from company head, Support black businesses"
7/16/2020 16:32:23,https://twitter.com/Lowes/status/1278134016093368323,,
7/16/2020 16:34:36,https://twitter.com/Lowes/status/1271100791378653185,Covid funding combined with addressing racism,"Money donated, Support black businesses"
7/16/2020 16:38:29,https://twitter.com/intel/status/1281008654632849410,,Money donated
7/16/2020 16:38:59,https://twitter.com/intel/status/1267686382849441792,,"""Black Lives Matter"""
7/16/2020 16:39:35,https://twitter.com/intel/status/1267344628426178567,,"Money donated, Statement from company head, ""Black Lives Matter"""
7/16/2020 16:40:44,https://twitter.com/WeAreIntel/status/1266844332214140931,,
7/16/2020 16:42:51,https://twitter.com/Facebook/status/1283420099722964992,,Support black businesses
7/16/2020 16:43:03,https://twitter.com/Facebook/status/1278013664381906944,,
7/16/2020 16:43:09,https://twitter.com/Facebook/status/1277664294910353408,,
7/16/2020 16:43:17,https://twitter.com/Facebook/status/1277255856631844867,,
7/16/2020 16:43:42,https://twitter.com/FBBusiness/status/1273719677219246082,,"Money donated, Support black businesses"
7/16/2020 16:44:14,https://twitter.com/Facebook/status/1273998130921390081,,Juneteenth
7/16/2020 16:46:55,https://twitter.com/nbmbaahq/status/1276625044312121347,,
7/16/2020 16:47:07,https://twitter.com/FedEx/status/1276187853983305730,,
7/16/2020 16:47:18,https://twitter.com/FedEx/status/1275809975688929281,,
7/16/2020 16:47:27,https://twitter.com/FedEx/status/1275441579965075462,,
7/16/2020 16:47:35,https://twitter.com/FedEx/status/1275089236132270081,,
7/16/2020 16:47:48,https://twitter.com/FedEx/status/1273980028771078144,,Juneteenth
7/16/2020 16:47:54,https://twitter.com/FedEx/status/1273634602431766528,,
7/16/2020 16:48:35,https://twitter.com/FedEx/status/1273274571635003394,,
7/16/2020 16:48:45,https://twitter.com/NCRMuseum/status/1271850113988808704,,Juneteenth
7/16/2020 16:49:06,https://twitter.com/FedEx/status/1271563948807110657,,
7/16/2020 16:49:40,https://twitter.com/FedEx/status/1271522661441495040,,
7/16/2020 16:50:23,https://twitter.com/FedEx/status/1267505133216321542,,Statement from company head
7/16/2020 16:52:00,https://twitter.com/MetLife/status/1273640657240948736,,Money donated
7/16/2020 16:52:21,https://twitter.com/MetLife/status/1267500880640835585,,Statement from company head
7/16/2020 16:54:33,https://twitter.com/Disney/status/1267224613152571393,,
7/16/2020 16:54:56,https://twitter.com/WaltDisneyCo/status/1268236683255795712,,Money donated
7/20/2020 14:00:15,https://twitter.com/Humana/status/1273669345701486595,,
7/20/2020 14:00:22,https://twitter.com/Humana/status/1270800824277622785,,
7/20/2020 14:27:17,https://twitter.com/Prudential/status/1272550798543781891,,"Statement from company head, Pinned"
7/20/2020 14:28:02,https://twitter.com/Prudential/status/1283451050133991425,,Statement from company head
7/20/2020 14:29:55,https://twitter.com/Prudential/status/1278083611258953729,,Statement from company head
7/20/2020 14:30:51,https://twitter.com/Prudential/status/1274035065291407363,,"Statement from company head, Juneteenth"
7/20/2020 14:31:18,https://twitter.com/Prudential/status/1271592388960702468,,Statement from company head
7/20/2020 14:31:54,https://twitter.com/Prudential/status/1268862613783490562,,
7/20/2020 14:50:54,https://twitter.com/ADMupdates/status/1268982522911784960,,Money donated
7/20/2020 15:02:43,https://twitter.com/Albertsons/status/1273993449759322112,,Juneteenth
7/20/2020 15:04:26,https://twitter.com/Albertsons/status/1271600434986102784,,"Money donated, Statement from company head"
7/20/2020 15:05:00,https://twitter.com/Albertsons/status/1269041561045630976,,Statement from company head
7/20/2020 15:09:55,https://twitter.com/syscofoodie/status/1281997700108636160,,Support black businesses
7/20/2020 15:10:02,https://twitter.com/syscofoodie/status/1281658219836866564,,Support black businesses
7/20/2020 15:10:29,https://twitter.com/Sysco/status/1273983667279466502,,Juneteenth
7/20/2020 15:13:41,https://twitter.com/Sysco/status/1268270659131641856,,Support black businesses
7/20/2020 15:13:50,https://twitter.com/Sysco/status/1267931637297434625,,
7/20/2020 15:52:13,https://twitter.com/GS10KSmallBiz/status/1280630170622332928,,Support black businesses
7/20/2020 15:52:19,https://twitter.com/GS10KSmallBiz/status/1280622626961084417,,Support black businesses
7/20/2020 15:52:27,https://twitter.com/GS10KSmallBiz/status/1280615073040433152,,Support black businesses
7/20/2020 15:52:41,https://twitter.com/GS10KSmallBiz/status/1280607527193972743,,Support black businesses
7/20/2020 15:53:20,https://twitter.com/GS10KSmallBiz/status/1280599977400639488,,Support black businesses
7/20/2020 15:53:29,https://twitter.com/GS10KSmallBiz/status/1280592426097356801,,Support black businesses
7/20/2020 15:53:36,https://twitter.com/GS10KSmallBiz/status/1280577325751468032,,Support black businesses
7/20/2020 15:53:43,https://twitter.com/GS10KSmallBiz/status/1280537072521154566,,Support black businesses
7/20/2020 15:53:55,https://twitter.com/GoldmanSachs/status/1278478572462759936,,
7/20/2020 15:55:13,https://twitter.com/GoldmanSachs/status/1278357706227748864,,Money donated
7/20/2020 15:56:06,https://twitter.com/GoldmanSachs/status/1277746239505924101,"This is news, not sure Goldman is ""promoting"" this tweet.",
7/20/2020 15:59:32,https://twitter.com/GoldmanSachs/status/1276998815946543106,News,
7/20/2020 16:00:57,https://twitter.com/GoldmanSachs/status/1276643971251519488,,
7/20/2020 16:01:26,https://twitter.com/GoldmanSachs/status/1276228743237906432,,
7/20/2020 16:01:58,https://twitter.com/GoldmanSachs/status/1276169102902640640,,"Statement from company head, Juneteenth"
7/20/2020 16:02:57,https://twitter.com/GoldmanSachs/status/1276138154010054656,,
7/20/2020 16:03:05,https://twitter.com/GoldmanSachs/status/1275941079901224961,,
7/20/2020 16:03:35,https://twitter.com/GoldmanSachs/status/1275836090184843264,,Money donated
7/20/2020 16:04:01,https://twitter.com/GoldmanSachs/status/1275519070373322760,,
